title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country
"M 7.1 - 47 km ESE of Pedro Bay, Alaska",7.1,24/1/2016 10:30,7,7,green,1,1496,ak,0,0,0,mw,125.6,59.6204,-153.339,"Pedro Bay, Alaska",North America,United States of America
"M 6.6 - 203 km SW of La Cruz de Loreto, Mexico",6.6,21/1/2016 18:06,3,4,green,1,673,us,0,2.413,74,mww,10,18.8239,-106.934,"La Cruz de Loreto, Mexico",,
"M 6.7 - 52 km SE of Shizunai-furukawach?, Japan",6.7,14/1/2016 3:25,5,6,green,1,717,us,0,0.281,22,mww,46,41.9723,142.781,"Shizunai-furukawach?, Japan",Asia,Japan
"M 6.5 - 227 km SE of Sarangani, Philippines",6.5,11/1/2016 16:38,3,6,green,1,651,us,0,3.144,22,mww,13,3.8965,126.862,"Sarangani, Philippines",,Indonesia
"M 6.7 - 29 km W of Imph?l, India",6.7,3/1/2016 23:05,8,7,orange,0,1515,us,0,1.794,16,mww,55,24.8036,93.6505,"Imph?l, India",Asia,India
"M 6.6 - 4 km W of Manuel Ávila Camacho (Ponte Duro), Mexico",6.6,17/12/2015 19:49,8,6,green,1,765,us,0,0.41,35,mww,85,15.8015,-93.633,"Manuel Ávila Camacho (Ponte Duro), Mexico",,Mexico
"M 6.9 - 107 km SE of Amahai, Indonesia",6.9,9/12/2015 10:21,8,5,green,0,738,us,0,2.979,14,mww,21,-4.1064,129.508,"Amahai, Indonesia",,Indonesia
"M 7.2 - 104 km W of Murghob, Tajikistan",7.2,7/12/2015 7:50,4,7,green,0,827,us,0,1.116,18,mww,22,38.2107,72.7797,"Murghob, Tajikistan",Asia,Tajikistan
"M 6.7 - 125 km SSW of Tarauacá, Brazil",6.7,26/11/2015 5:45,2,3,green,0,691,us,0,2.033,19,mww,602.75,-9.1825,-71.2574,"Tarauacá, Brazil",South America,Brazil
"M 7.6 - 185 km WNW of Iñapari, Peru",7.6,24/11/2015 22:50,5,4,green,0,896,us,0,2.852,10,mww,620.56,-10.0598,-71.0184,"Iñapari, Peru",South America,Peru
"M 7.6 - 155 km WNW of Iñapari, Peru",7.6,24/11/2015 22:45,6,5,green,1,957,us,0,3.287,10,mww,606.21,-10.5372,-70.9437,"Iñapari, Peru",South America,Peru
"M 6.8 - 153 km WSW of Buala, Solomon Islands",6.8,18/11/2015 18:31,5,6,green,1,715,us,0,1.599,19,mww,12.59,-8.8994,158.422,"Buala, Solomon Islands",,Solomon Islands
"M 6.5 - 19 km SSW of Lefkáda, Greece",6.5,17/11/2015 7:10,7,7,orange,0,1018,us,0,0,0,mww,11,38.67,20.6,"Lefkáda, Greece",Europe,Greece
"M 6.7 - 140 km WSW of Makurazaki, Japan",6.7,13/11/2015 20:51,5,4,green,0,702,us,0,1.444,17,mww,12,31.0009,128.873,"Makurazaki, Japan",,
"M 6.9 - 85 km NW of Coquimbo, Chile",6.9,11/11/2015 2:46,5,6,green,0,744,us,0,0.821,43,mww,10,-29.5097,-72.0585,"Coquimbo, Chile",,
"M 6.9 - 81 km NW of Coquimbo, Chile",6.9,11/11/2015 1:54,6,6,green,1,761,us,0,0.784,32,mww,12,-29.5067,-72.0068,"Coquimbo, Chile",,
"M 6.6 - Nicobar Islands, India region",6.6,8/11/2015 16:47,7,4,green,0,675,us,0,2.792,31,mww,10,6.8431,94.648,"Nicobar Islands, India region",,
"M 6.8 - 39 km SW of Ovalle, Chile",6.8,7/11/2015 7:31,7,7,green,1,841,us,0,0.258,41,mww,46,-30.8796,-71.4519,"Ovalle, Chile",South America,Chile
"M 6.5 - 47 km NW of Maubara, Timor Leste",6.5,4/11/2015 3:44,5,7,green,0,657,us,0,1.53,21,mww,20,-8.3381,124.875,"Maubara, Timor Leste",,Indonesia
"M 7.5 - Hindu Kush region, Afghanistan",7.5,26/10/2015 9:09,8,7,orange,0,1448,us,0,0.622,18,mww,231,36.5244,70.3676,"Hindu Kush region, Afghanistan",Asia,Afghanistan
"M 7.1 - 31 km NE of Port-Olry, Vanuatu",7.1,20/10/2015 21:52,6,6,green,1,780,us,0,0.592,11,mww,135,-14.8595,167.303,"Port-Olry, Vanuatu",,Vanuatu
"M 6.6 - 28 km N of Sorong, Indonesia",6.6,24/9/2015 15:53,7,7,green,0,671,us,0,2.486,13,mww,18,-0.6212,131.262,"Sorong, Indonesia",,Indonesia
"M 6.6 - 22 km WSW of Illapel, Chile",6.6,21/9/2015 17:40,5,7,green,1,820,us,0,1.064,14,mww,35,-31.7275,-71.3792,"Illapel, Chile",South America,Chile
"M 6.7 - 61 km WNW of Illapel, Chile",6.7,17/9/2015 4:10,5,7,green,0,718,us,0,0.853,35,mww,23,-31.5173,-71.804,"Illapel, Chile",,Chile
"M 6.5 - 54 km WNW of Illapel, Chile",6.5,17/9/2015 3:55,6,7,green,0,657,us,0,0.749,62,mww,27,-31.4244,-71.6876,"Illapel, Chile",,Chile
"M 7.0 - 25 km WNW of Illapel, Chile",7,16/9/2015 23:18,8,7,green,0,799,us,0,0.903,13,mww,28.41,-31.5622,-71.4262,"Illapel, Chile",South America,Chile
"M 8.3 - 48 km W of Illapel, Chile",8.3,16/9/2015 22:54,9,8,orange,1,1960,us,0,0.684,19,mww,22.44,-31.5729,-71.6744,"Illapel, Chile",,Chile
"M 6.7 - 95 km SW of Topolobampo, Mexico",6.7,13/9/2015 8:14,5,5,green,1,708,us,0,1.256,123,mww,10,24.913,-109.623,"Topolobampo, Mexico",,
"M 6.5 - 177 km SE of Gizo, Solomon Islands",6.5,12/8/2015 18:49,0,5,green,1,650,us,0,2.045,16,mww,6.43,-9.3293,157.877,"Gizo, Solomon Islands",,
"M 6.6 - 186 km WNW of Malango, Solomon Islands",6.6,10/8/2015 4:12,3,5,green,1,671,us,0,1.872,20,mww,22,-9.3438,158.053,"Malango, Solomon Islands",,
"M 7.0 - 234 km W of Abepura, Indonesia",7,27/7/2015 21:41,9,7,green,1,762,us,0,6.278,12,mww,48,-2.6286,138.528,"Abepura, Indonesia",,Indonesia
"M 6.9 - Fox Islands, Aleutian Islands, Alaska",6.9,27/7/2015 4:49,4,7,green,1,734,us,0,0.444,39,mww,29,52.376,-169.446,"Fox Islands, Aleutian Islands, Alaska",,
"M 7.0 - 80 km WNW of Lata, Solomon Islands",7,18/7/2015 2:27,8,6,green,1,759,us,0,5.205,22,mww,11,-10.4012,165.141,"Lata, Solomon Islands",,
"M 6.5 - 128 km NE of Bathsheba, Barbados",6.5,16/7/2015 15:16,4,4,green,1,686,us,0,1.218,20,mww,20,13.8672,-58.5479,"Bathsheba, Barbados",,
"M 6.7 - 150 km WNW of Malango, Solomon Islands",6.7,10/7/2015 4:12,4,5,green,1,691,us,0,1.529,11,mww,12,-9.307,158.403,"Malango, Solomon Islands",,Solomon Islands
"M 6.5 - Bonin Islands, Japan region",6.5,23/6/2015 12:18,3,4,green,0,652,us,0,2.277,11,mww,460,27.7375,139.725,"Bonin Islands, Japan region",,
"M 7.8 - Bonin Islands, Japan region",7.8,30/5/2015 11:23,6,3,green,1,1151,us,0,1.675,12,mww,664,27.8386,140.493,"Bonin Islands, Japan region",,
"M 6.8 - 117 km SSE of Ugashik, Alaska",6.8,29/5/2015 7:00,5,6,green,1,762,ak,0,0,0,mw,72.6,56.594,-156.43,"Ugashik, Alaska",,
"M 6.8 - 159 km ESE of Kirakira, Solomon Islands",6.8,22/5/2015 23:59,1,5,green,1,711,us,0,3.619,18,mww,10,-11.1093,163.215,"Kirakira, Solomon Islands",,
"M 6.9 - 205 km ESE of Kirakira, Solomon Islands",6.9,22/5/2015 21:45,1,4,green,1,732,us,0,4.024,22,mww,11.19,-11.0559,163.696,"Kirakira, Solomon Islands",,
"M 6.8 - 178 km W of Lata, Solomon Islands",6.8,20/5/2015 22:48,1,4,green,1,711,us,0,4.395,15,mww,11,-10.8759,164.169,"Lata, Solomon Islands",,
"M 6.8 - 32 km SE of ?funato, Japan",6.8,12/5/2015 21:12,8,6,green,1,831,us,0,1.422,8,mww,35,38.9056,142.032,"?funato, Japan",Asia,Japan
M 7.3 - Nepal,7.3,12/5/2015 7:05,8,7,orange,0,1563,us,0,0.677,11,mww,15,27.8087,86.0655,Nepal,Asia,Nepal
"M 7.1 - 143 km SW of Panguna, Papua New Guinea",7.1,7/5/2015 7:10,1,6,green,1,776,us,0,3.835,11,mww,10,-7.2175,154.557,"Panguna, Papua New Guinea",,
"M 7.5 - 131 km SSW of Kokopo, Papua New Guinea",7.5,5/5/2015 1:44,7,8,green,1,869,us,0,1.295,22,mww,55,-5.4624,151.875,"Kokopo, Papua New Guinea",,Papua New Guinea
"M 6.8 - 109 km SSW of Kokopo, Papua New Guinea",6.8,1/5/2015 8:06,5,6,green,1,714,us,0,1.074,23,mww,44,-5.2005,151.777,"Kokopo, Papua New Guinea",,Papua New Guinea
"M 6.7 - 126 km SSW of Kokopo, Papua New Guinea",6.7,30/4/2015 10:45,5,6,green,1,692,us,0,1.239,12,mww,31,-5.375,151.771,"Kokopo, Papua New Guinea",,Papua New Guinea
"M 6.7 - 21 km SSE of Kod?ri??, Nepal",6.7,26/4/2015 7:09,7,7,yellow,0,1016,us,0,0.727,13,mww,22.91,27.7711,86.0173,"Kod?ri??, Nepal",Asia,Nepal
"M 6.6 - 71 km NNE of Bharatpur, Nepal",6.6,25/4/2015 6:45,8,7,yellow,0,733,us,0,1.778,16,mww,10,28.2244,84.8216,"Bharatpur, Nepal",Asia,Nepal
"M 7.8 - 67 km NNE of Bharatpur, Nepal",7.8,25/4/2015 6:11,8,9,red,0,2820,us,0,1.857,12,mww,8.22,28.2305,84.7314,"Bharatpur, Nepal",Asia,Nepal
"M 6.5 - 181 km SSW of Alo, Wallis and Futuna",6.5,17/4/2015 15:52,0,5,green,1,650,us,0,3.702,42,mww,10,-15.8815,-178.6,"Alo, Wallis and Futuna",,
"M 6.5 - 96 km ENE of Hihifo, Tonga",6.5,30/3/2015 8:48,2,5,green,1,650,us,0,4.629,36,mww,11,-15.4994,-173.029,"Hihifo, Tonga",,
"M 7.5 - 53 km SE of Kokopo, Papua New Guinea",7.5,29/3/2015 23:48,6,7,green,1,872,us,0,0.666,19,mww,41,-4.7294,152.562,"Kokopo, Papua New Guinea",,Papua New Guinea
"M 7.0 - 150 km NNE of Maumere, Indonesia",7,27/2/2015 13:45,4,6,green,0,760,us,0,1.362,12,mww,552.06,-7.2968,122.535,"Maumere, Indonesia",,Indonesia
"M 6.7 - 83 km ENE of Miyako, Japan",6.7,16/2/2015 23:06,5,5,green,1,714,us,0,1.925,20,mww,23,39.8558,142.881,"Miyako, Japan",,
"M 6.7 - 103 km W of El Aguilar, Argentina",6.7,11/2/2015 18:57,4,6,green,1,700,us,0,2.11,16,mww,223,-23.1125,-66.688,"El Aguilar, Argentina",South America,Argentina
"M 6.8 - 81 km NNE of Port-Vila, Vanuatu",6.8,23/1/2015 3:47,1,4,green,1,711,us,0,2.019,13,mww,219.96,-17.0309,168.52,"Port-Vila, Vanuatu",,Vanuatu
"M 6.5 - 236 km S of Punta de Burica, Panama",6.5,7/1/2015 5:07,1,4,green,1,650,us,0,4.318,61,mww,8,5.9045,-82.6576,"Punta de Burica, Panama",,
"M 6.6 - 22 km ESE of Punta de Burica, Panama",6.6,8/12/2014 8:54,7,6,green,1,709,us,0,2.485,43,mww,20,7.9401,-82.6865,"Punta de Burica, Panama",,Panama
"M 6.6 - 115 km W of Panguna, Papua New Guinea",6.6,7/12/2014 1:22,1,5,green,1,670,us,0,3.246,12,mww,23,-6.5108,154.46,"Panguna, Papua New Guinea",,
"M 6.6 - 106 km WSW of Sangay, Philippines",6.6,2/12/2014 5:11,1,3,green,0,670,us,0,2.6,9,mww,614,6.1572,123.126,"Sangay, Philippines",,Philippines
"M 6.8 - 157 km NW of Ternate, Indonesia",6.8,26/11/2014 14:33,6,5,green,1,713,us,0,1.421,19,mww,39,1.9604,126.575,"Ternate, Indonesia",,Indonesia
"M 6.5 - 123 km WNW of Tobelo, Indonesia",6.5,21/11/2014 10:10,5,5,green,1,652,us,0,1.549,9,mww,35,2.2999,127.056,"Tobelo, Indonesia",,Indonesia
"M 6.7 - 183 km NE of Gisborne, New Zealand",6.7,16/11/2014 22:33,7,4,green,1,698,us,0,1.079,25,mww,22,-37.6478,179.662,"Gisborne, New Zealand",,
"M 7.1 - 155 km NW of Ternate, Indonesia",7.1,15/11/2014 2:31,4,6,green,1,779,us,0,1.397,18,mww,45,1.8929,126.522,"Ternate, Indonesia",,Indonesia
"M 6.6 - 76 km NE of Finschhafen, Papua New Guinea",6.6,7/11/2014 3:33,2,6,green,1,671,us,0,3.557,13,mww,53.19,-5.9873,148.232,"Finschhafen, Papua New Guinea",,Papua New Guinea
M 7.1 - Fiji region,7.1,1/11/2014 18:57,3,6,green,1,776,us,0,4.415,13,mww,434,-19.6903,-177.759,Fiji region,,
"M 7.3 - 74 km S of Intipucá, El Salvador",7.3,14/10/2014 3:51,8,6,yellow,1,982,us,0,1.078,18,mww,40,12.5262,-88.1225,"Intipucá, El Salvador",,
"M 6.7 - 43 km NW of Piti Village, Guam",6.7,17/9/2014 6:14,5,5,green,1,724,us,0,0.46,11,mww,130,13.7641,144.429,"Piti Village, Guam",,
"M 6.8 - 38 km NW of Aniso, Peru",6.8,24/8/2014 23:21,6,6,green,1,741,us,0,4.107,18,mww,101,-14.598,-73.5714,"Aniso, Peru",South America,Peru
M 6.9 - Federated States of Micronesia region,6.9,3/8/2014 0:22,0,4,green,1,732,us,0,6.393,12,mww,13,0.8295,146.169,Micronesia region,,
M 6.9 - Fiji region,6.9,21/7/2014 14:54,0,6,green,1,732,us,0,3.934,15,mww,615.42,-19.8015,-178.4,Fiji region,,Fiji
"M 6.5 - 139 km ESE of Namie, Japan",6.5,11/7/2014 19:22,5,4,green,1,706,us,0,2.421,9,mww,20,37.0052,142.452,"Namie, Japan",,
"M 6.9 - 4 km W of Puerto Madero, Mexico",6.9,7/7/2014 11:23,8,7,orange,1,1079,us,0,0.263,51,mww,53,14.724,-92.4614,"Puerto Madero, Mexico",,Mexico
"M 6.5 - 217 km SSE of Kokopo, Papua New Guinea",6.5,4/7/2014 15:00,0,4,green,1,650,us,0,2.124,15,mww,20,-6.2304,152.807,"Kokopo, Papua New Guinea",,
"M 6.7 - 201 km SSE of Mata-Utu, Wallis and Futuna",6.7,29/6/2014 17:15,0,5,green,1,691,us,0,6.713,45,mww,18,-14.9831,-175.51,"Mata-Utu, Wallis and Futuna",,
M 6.9 - South Sandwich Islands region,6.9,29/6/2014 7:52,0,5,green,1,732,us,0,4.838,25,mww,8,-55.4703,-28.3669,South Sandwich Islands region,,
"M 7.9 - Rat Islands, Aleutian Islands, Alaska",7.9,23/6/2014 20:53,6,8,green,1,963,us,0,0.133,22,mww,109,51.8486,178.735,"Rat Islands, Aleutian Islands, Alaska",North America,United States of America
"M 6.7 - Kermadec Islands, New Zealand",6.7,23/6/2014 20:06,0,5,green,0,691,us,0,0.748,43,mwc,26.59,-29.9414,-177.607,"Kermadec Islands, New Zealand",,
"M 6.5 - Kermadec Islands, New Zealand",6.5,23/6/2014 19:21,0,5,green,0,650,us,0,0.778,30,mwc,10,-29.9379,-177.516,"Kermadec Islands, New Zealand",,
"M 6.9 - Kermadec Islands, New Zealand",6.9,23/6/2014 19:19,0,5,green,1,732,us,0,0.751,35,mww,20,-29.9772,-177.725,"Kermadec Islands, New Zealand",,
"M 6.9 - 21 km SSW of Kamariótissa, Greece",6.9,24/5/2014 9:25,9,7,green,0,951,us,0,0.402,25,mww,6.43,40.2893,25.3889,"Kamariótissa, Greece",Europe,Greece
"M 6.5 - 110 km SE of Punta de Burica, Panama",6.5,13/5/2014 6:35,7,5,green,1,694,us,0,3.121,33,mww,10,7.2096,-82.3045,"Punta de Burica, Panama",,
"M 6.6 - 239 km SSE of Isangel, Vanuatu",6.6,1/5/2014 6:36,0,5,green,1,670,us,0,3.34,10,mww,106,-21.4542,170.355,"Isangel, Vanuatu",,
"M 6.5 - 107 km WSW of Vernon, Canada",6.5,24/4/2014 3:10,4,6,green,1,838,us,0,0,0,mww,10,49.6388,-127.732,"Vernon, Canada",,
"M 7.5 - 70 km SW of Panguna, Papua New Guinea",7.5,19/4/2014 13:28,0,6,green,1,865,us,0,3.82,16,mww,43.37,-6.7547,155.024,"Panguna, Papua New Guinea",,
"M 6.6 - 57 km SW of Panguna, Papua New Guinea",6.6,19/4/2014 1:04,0,6,green,1,670,us,0,3.803,11,mww,29,-6.6558,155.087,"Panguna, Papua New Guinea",,Papua New Guinea
"M 7.2 - 9 km ENE of Coyuquilla Norte, Mexico",7.2,18/4/2014 14:27,8,7,yellow,1,1017,us,0,2.25,46,mww,24,17.397,-100.972,"Coyuquilla Norte, Mexico",North America,Mexico
"M 6.6 - 75 km S of Kirakira, Solomon Islands",6.6,13/4/2014 13:24,0,6,green,0,670,us,0,2.666,22,mww,10,-11.1284,162.052,"Kirakira, Solomon Islands",,
"M 7.4 - 112 km S of Kirakira, Solomon Islands",7.4,13/4/2014 12:36,0,6,green,1,842,us,0,2.885,17,mww,39,-11.4633,162.051,"Kirakira, Solomon Islands",,
"M 7.6 - 93 km SSE of Kirakira, Solomon Islands",7.6,12/4/2014 20:14,0,7,green,1,889,us,0,2.828,13,mww,22.56,-11.2701,162.148,"Kirakira, Solomon Islands",,
"M 6.6 - 15 km N of Belén, Nicaragua",6.6,11/4/2014 20:29,6,5,green,1,677,us,0,0.761,20,mww,135,11.642,-85.8779,"Belén, Nicaragua",,Nicaragua
"M 6.5 - 78 km SW of Panguna, Papua New Guinea",6.5,11/4/2014 8:16,0,6,green,1,650,us,0,3.787,16,mww,20,-6.7878,154.95,"Panguna, Papua New Guinea",,
"M 7.1 - 56 km WSW of Panguna, Papua New Guinea",7.1,11/4/2014 7:07,0,7,green,1,776,us,0,3.729,21,mww,60.53,-6.5858,155.048,"Panguna, Papua New Guinea",,Papua New Guinea
"M 7.7 - 53 km SW of Iquique, Chile",7.7,3/4/2014 2:43,8,9,yellow,1,1057,us,0,1.029,44,mww,22.4,-20.5709,-70.4931,"Iquique, Chile",,
"M 6.5 - 45 km WSW of Iquique, Chile",6.5,3/4/2014 1:58,7,7,green,0,670,us,0,0.828,82,mww,24.07,-20.3113,-70.5756,"Iquique, Chile",,
"M 6.9 - 90 km WNW of Iquique, Chile",6.9,1/4/2014 23:57,0,5,green,0,732,us,0,0.828,119,mww,28.42,-19.8927,-70.9455,"Iquique, Chile",,
"M 8.2 - 93 km NW of Iquique, Chile",8.2,1/4/2014 23:46,9,8,yellow,1,1332,us,0,0.609,23,mww,25,-19.6097,-70.7691,"Iquique, Chile",,
"M 6.7 - 63 km WNW of Iquique, Chile",6.7,16/3/2014 21:16,7,7,green,1,718,us,0,1.008,44,mww,20,-19.9807,-70.7022,"Iquique, Chile",,
"M 6.8 - 77 km WNW of Indianola, California",6.8,10/3/2014 5:18,5,5,green,1,1211,nc,112,0.6568,229,mw,16.441,40.8287,-125.134,"Indianola, California",,
"M 6.5 - 109 km NW of Nago, Japan",6.5,2/3/2014 20:11,4,5,green,1,668,us,0,1.001,17,mww,119,27.4312,127.367,"Nago, Japan",,
"M 6.5 - 171 km NNE of Greenland, Barbados",6.5,18/2/2014 9:27,5,4,green,1,681,us,0,1.635,30,mww,14.83,14.6682,-58.9272,"Greenland, Barbados",,
"M 6.9 - 272 km ESE of Hotan, China",6.9,12/2/2014 9:19,3,8,yellow,0,733,us,0,7.496,18,mww,10,35.9053,82.5864,"Hotan, China",Asia,People's Republic of China
"M 6.5 - 32 km E of Port-Olry, Vanuatu",6.5,7/2/2014 8:40,0,5,green,1,650,us,0,0.409,20,mww,122,-15.0691,167.372,"Port-Olry, Vanuatu",,Vanuatu
M 6.5 - south of the Kermadec Islands,6.5,2/2/2014 9:26,0,3,green,1,650,us,0,3.651,22,mww,44.26,-32.9076,-177.881,the Kermadec Islands,,
"M 6.5 - 32 km W of Sola, Vanuatu",6.5,1/1/2014 16:03,0,4,green,1,650,us,0,3.997,14,mww,187,-13.8633,167.249,"Sola, Vanuatu",,Vanuatu
M 6.5 - Fiji region,6.5,23/11/2013 7:48,3,4,green,0,651,us,0,5.194,22,mww,371,-17.1171,-176.545,Fiji region,,
M 7.7 - Scotia Sea,7.7,17/11/2013 9:04,1,8,green,1,912,us,0,8.05,23,mww,10,-60.2738,-46.4011,Scotia Sea,,United Kingdom of Great Britain and Northern Ireland (the)
M 6.9 - Scotia Sea,6.9,16/11/2013 3:34,0,5,green,1,732,us,0,8.284,17,mww,9.97,-60.2627,-47.0621,Scotia Sea,,United Kingdom of Great Britain and Northern Ireland (the)
"M 6.6 - 41 km SSW of Coquimbo, Chile",6.6,31/10/2013 23:03,6,7,green,1,723,us,0,0.636,31,mww,27,-30.2921,-71.5215,"Coquimbo, Chile",South America,Chile
"M 7.1 - off the east coast of Honshu, Japan",7.1,25/10/2013 17:10,6,4,green,1,872,us,0,3.968,10,mww,35,37.1557,144.661,"off the east coast of Honshu, Japan",,
"M 6.6 - 98 km SW of Etchoropo, Mexico",6.6,19/10/2013 17:54,8,5,green,1,692,us,0,1.98,44,mww,9.45,26.0913,-110.321,"Etchoropo, Mexico",,
"M 6.8 - 62 km WSW of Panguna, Papua New Guinea",6.8,16/10/2013 10:30,0,6,green,1,711,us,0,5.79,9,mww,35,-6.4456,154.931,"Panguna, Papua New Guinea",,Papua New Guinea
"M 7.1 - 4 km SE of Sagbayan, Philippines",7.1,15/10/2013 0:12,9,8,orange,1,1092,us,0,3.144,12,mww,19.04,9.8796,124.117,"Sagbayan, Philippines",,Philippines
"M 6.6 - 36 km W of Kíssamos, Greece",6.6,12/10/2013 13:11,5,6,yellow,0,691,us,0,1.984,40,mww,40,35.5142,23.2523,"Kíssamos, Greece",Europe,
M 6.7 - Sea of Okhotsk,6.7,1/10/2013 3:38,0,3,green,0,691,us,0,2.958,11,mww,573,53.1995,152.786,Okhotsk,,
"M 6.5 - Kermadec Islands, New Zealand",6.5,30/9/2013 5:55,0,4,green,1,650,us,0,1.709,21,mww,41.54,-30.9255,-178.323,"Kermadec Islands, New Zealand",,
"M 6.8 - 129 km WSW of Khuzdar, Pakistan",6.8,28/9/2013 7:34,7,7,orange,0,1005,us,0,7.359,17,mww,12,27.1825,65.5052,"Khuzdar, Pakistan",Asia,Pakistan
"M 7.1 - 16 km WSW of Atiquipa, Peru",7.1,25/9/2013 16:42,8,7,green,1,843,us,0,4.446,17,mww,40,-15.8385,-74.5112,"Atiquipa, Peru",,Peru
"M 7.7 - 113 km NW of Bela, Pakistan",7.7,24/9/2013 11:29,5,8,red,0,2015,us,0,7.241,17,mww,15,26.951,65.5009,"Bela, Pakistan",Asia,Pakistan
"M 6.5 - 81 km SSW of Atka, Alaska",6.5,4/9/2013 2:32,0,6,green,1,650,us,0,0.735,24,mww,20,51.5573,-174.767,"Atka, Alaska",,
"M 6.5 - Izu Islands, Japan region",6.5,4/9/2013 0:18,5,3,green,0,739,us,0,3.276,26,mww,402,29.9377,138.833,"Izu Islands, Japan region",,
"M 6.5 - 180 km NE of Lospalos, Timor Leste",6.5,1/9/2013 11:52,4,5,green,0,668,us,0,3.097,11,mww,112,-7.44,128.221,"Lospalos, Timor Leste",,Indonesia
"M 7.0 - 101 km SW of Atka, Alaska",7,30/8/2013 16:25,5,6,green,0,758,us,0,0.624,53,mww,29,51.537,-175.23,"Atka, Alaska",,
"M 6.5 - 29 km SE of Blenheim, New Zealand",6.5,16/8/2013 2:31,9,7,yellow,1,690,us,0,0,0,mww,8.2,-41.734,174.152,"Blenheim, New Zealand",,New Zealand
"M 6.7 - 101 km WSW of Bahía Solano, Colombia",6.7,13/8/2013 15:43,4,5,green,1,715,us,0,3.741,22,mww,12,5.7732,-78.1999,"Bahía Solano, Colombia",,
"M 6.5 - 38 km ESE of Blenheim, New Zealand",6.5,21/7/2013 5:09,6,7,yellow,1,693,us,229,0,20,mww,17,-41.704,174.337,"Blenheim, New Zealand",,New Zealand
M 7.3 - South Sandwich Islands region,7.3,15/7/2013 14:03,0,6,green,1,820,us,398,0,43,mww,11,-60.857,-25.07,South Sandwich Islands region,,United Kingdom of Great Britain and Northern Ireland (the)
"M 6.6 - 26 km NE of Kandrian, Papua New Guinea",6.6,7/7/2013 20:30,4,6,green,0,674,us,139,0,14,mww,56,-6.029,149.706,"Kandrian, Papua New Guinea",,Papua New Guinea
"M 7.3 - 190 km ENE of Kokopo, Papua New Guinea",7.3,7/7/2013 18:35,0,4,green,1,820,us,117,0,24,mww,385.5,-3.917,153.927,"Kokopo, Papua New Guinea",,Papua New Guinea
M 6.6 - northern Mid-Atlantic Ridge,6.6,24/6/2013 22:04,0,7,green,1,670,us,111,0,16,mww,10,10.701,-42.594,northern Mid-Atlantic Ridge,,
"M 6.5 - 44 km W of Masachapa, Nicaragua",6.5,15/6/2013 17:34,5,6,green,1,679,us,698,0,27,mww,30,11.763,-86.926,"Masachapa, Nicaragua",,
"M 6.7 - south of Java, Indonesia",6.7,13/6/2013 16:47,5,4,green,0,710,us,515,0,24,mww,9,-10.004,107.236,"Java, Indonesia",,
M 6.7 - Sea of Okhotsk,6.7,24/5/2013 14:56,0,3,green,1,691,us,217,0,25.2,mwb,624,52.235,151.444,Okhotsk,,
M 8.3 - Sea of Okhotsk,8.3,24/5/2013 5:44,5,5,green,1,1115,us,385,0,10,mww,598.1,54.892,153.221,Okhotsk,,
"M 7.4 - 292 km SW of Vaini, Tonga",7.4,23/5/2013 17:19,0,6,green,1,842,us,626,0,16,mww,173.7,-23.009,-177.232,"Vaini, Tonga",,
"M 6.8 - Pagan region, Northern Mariana Islands",6.8,14/5/2013 0:32,0,3,green,0,711,us,131,0,18,mww,602.2,18.728,145.288,"Pagan region, Northern Mariana Islands",,
"M 6.5 - 33 km N of Rabaul, Papua New Guinea",6.5,23/4/2013 23:14,0,6,green,1,650,us,264,0,16.6,mww,10,-3.898,152.127,"Rabaul, Papua New Guinea",,Papua New Guinea
"M 6.6 - 56 km WSW of Linqiong, China",6.6,20/4/2013 0:02,8,8,red,0,2083,us,548,0,12.6,mww,14,30.308,102.888,"Linqiong, China",Asia,People's Republic of China
"M 7.2 - 252 km ENE of Kuril’sk, Russia",7.2,19/4/2013 3:05,5,7,green,1,804,us,770,0,10.1,mww,110,46.221,150.788,"Kuril’sk, Russia",Asia,Russia
"M 6.6 - 23 km ESE of Aitape, Papua New Guinea",6.6,16/4/2013 22:55,7,7,green,1,672,us,445,0,11,mww,13,-3.214,142.542,"Aitape, Papua New Guinea",,Papua New Guinea
"M 7.7 - 79 km ESE of Kh?sh, Iran",7.7,16/4/2013 10:44,8,8,yellow,0,1421,us,506,0,26.6,mww,80,28.033,61.996,"Kh?sh, Iran",Asia,Iran
"M 6.6 - 98 km W of Panguna, Papua New Guinea",6.6,14/4/2013 1:32,0,5,green,1,670,us,491,0,11.5,mww,31,-6.475,154.607,"Panguna, Papua New Guinea",,
"M 7.0 - 260 km WSW of Abepura, Indonesia",7,6/4/2013 4:42,3,7,green,1,755,us,640,0,11.4,mww,66,-3.517,138.476,"Abepura, Indonesia",,Indonesia
"M 6.5 - 36 km E of Finschhafen, Papua New Guinea",6.5,10/3/2013 22:51,0,6,green,1,650,us,317,0,14.2,mww,28,-6.598,148.174,"Finschhafen, Papua New Guinea",,Papua New Guinea
"M 6.5 - 87 km SE of Ozernovskiy, Russia",6.5,1/3/2013 13:20,3,6,green,0,651,us,480,0,20.7,mww,29,50.958,157.408,"Ozernovskiy, Russia",Asia,
"M 6.9 - 81 km SE of Ozernovskiy, Russia",6.9,28/2/2013 14:05,5,6,green,1,736,us,531,0,20.7,mww,41,50.954,157.283,"Ozernovskiy, Russia",Asia,
